"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"772","489","1029","1387","340","Warsong Gulch - Horde Rez Loc","Warsong Gulch - Horde Rez Loc","Goulet des Chanteguerres - Résurrection Horde","Kriegshymnenschlucht - Horde Rez Loc","","","Garganta Grito de Guerra: Punto de resurrección de la Horda","Garganta Grito de Guerra: Punto de resurrección de la Horda","Ущелье Песни Войны, зона Орды","","","","","","","","16712190"
"789","0","-291","-4374","107","The Hinterlands, The Overlook Cliffs","The Hinterlands, The Overlook Cliffs","Les Hinterlands, les Hauts-Surplombs","Hinterland, die Aussichtsklippen","","","Tierras del Interior, Los Acantilados Panorámicos","Tierras del Interior, Los Acantilados Panorámicos","Внутренние земли, Отвесные скалы","","","","","","","","16712190"
"809","1","1035","-2104","122","Warsong Gulch - Horde Exit Loc","Warsong Gulch - Horde Exit Loc","Goulet des Chanteguerres - Sortie Horde","Kriegshymnenschlucht - Horde Exit Loc","","","Garganta Grito de Guerra: Salida de la Horda","Garganta Grito de Guerra: Salida de la Horda","Ущелье Песни Войны, место выхода Орды","","","","","","","","16712190"
"810","1","1459","-1858","124","Warsong Gulch - Alliance Exit Loc","Warsong Gulch - Alliance Exit Loc","Goulet des Chanteguerres - Srtie Alliance","Kriegshymnenschlucht - Allianz Exit Loc","","","Garganta Grito de Guerra: Salida de la Alianza","Garganta Grito de Guerra: Salida de la Alianza","Ущелье Песни Войны, место выхода Альянса","","","","","","","","16712190"
"829","0","101","-184","127","Alterac Valley, Alliance Exit","Alterac Valley, Alliance Exit","Vallée d'Alterac, sortie de l'Alliance","Alteractal, Zugang der Allianz","","","Valle de Alterac, Salida de la Alianza","Valle de Alterac, Salida de la Alianza","Альтеракская долина, место выхода Альянса","","","","","","","","16712190"
"830","0","536","-1085","106","Alterac Valley, Horde Exit","Alterac Valley, Horde Exit","Vallée d'Alterac, sortie de la Horde","Alteractal, Zugang der Horde","","","Valle de Alterac, Salida de la Horda","Valle de Alterac, Salida de la Horda","Альтеракская долина, место выхода Орды","","","","","","","","16712190"
"849","1","-4590","1632","93","Feralas, Dire Maul","Feralas, Dire Maul","Féralas, Hache-tripes","Feralas, Düsterbruch","","","Feralas, La Masacre","Feralas, La Masacre","Фералас, Забытый Город","","","","","","","","16712190"
"850","1","1177","-4464","21","Durotar, Northern Durotar","Durotar, Northern Durotar","Durotar, Nord de Durotar","Durotar, nördliches Durotar","","","Durotar, Durotar Norte","Durotar, Durotar Norte","Дуротар, Деревня Сен'джин","","","","","","","","16712190"
"851","1","-981","-74","20","Mulgore, Thunder Bluff","Mulgore, Thunder Bluff","Mulgore, les Pitons du Tonnerre","Mulgore, Donnerfels","","","Mulgore, Cima del Trueno","Mulgore, Cima del Trueno","Мулгор, Громовой Утес","","","","","","","","16712190"
"852","0","-5165","-874","507","Dun Morogh, Gates of Ironforge","Dun Morogh, Gates of Ironforge","Dun Morogh, Portes de Forgefer","Dun Morogh, Tore von Eisenschmiede","","","Dun Morogh, Puertas de Forjaz","Dun Morogh, Puertas de Forjaz","Дун Морог, Врата Стальгорна","","","","","","","","16712190"
"853","0","1780","221","59","Tirisfal Glades, Ruins of Lordaeron","Tirisfal Glades, Ruins of Lordaeron","Clairières de Tirisfal, Ruines de Lordaeron","Tirisfal, Ruinen von Lordaeron","","","Claros de Tirisfal, Ruinas de Lordaeron","Claros de Tirisfal, Ruinas de Lordaeron","Тирисфальские леса, Руины Лордерона","","","","","","","","16712190"
"854","0","-9552","-1374","51","Elwynn Forest, Eastvale Logging Camp","Elwynn Forest, Eastvale Logging Camp","Forêt d'Elwynn, Camp de bûcherons du Val d'est","Wald von Elwynn, Holzfällerlager des Osttals","","","Bosque de Elwynn, Aserradero de la Vega del Este","Bosque de Elwynn, Aserradero de la Vega del Este","Элвиннский лес, Лесопилка Восточной долины","","","","","","","","16712190"
"869","0","1236","-2411","60","Western Plaguelands, Caer Darrow","Western Plaguelands, Caer Darrow","Maleterres de l'ouest, Caer Darrow","Westliche Pestländer, Darrowehr","","","Tierras de la Peste del Oeste, Castel Darrow","Tierras de la Peste del Oeste, Castel Darrow","Западные Чумные земли, Каэр Дарроу","","","","","","","","16712190"
"889","529","684","681","-12","Arathi Basin - Horde Entrance","Arathi Basin - Horde Entrance","Bassin d'Arathi - Entrée de la Horde","Arathibecken - Eingang der Horde","","","Cuenca del Arathi: Entrada de la Horda","Cuenca del Arathi: Entrada de la Horda","Arathi Basin - Horde Entrance","","","","","","","","16712190"
"890","529","1313","1310","-9","Arathi Basin - Alliance Entrance","Arathi Basin - Alliance Entrance","Bassin d'Arathi - Entrée de l'Alliance","Arathibecken - Eingang der Allianz","","","Cuenca del Arathi: Entrada de la Alianza","Cuenca del Arathi: Entrada de la Alianza","Arathi Basin - Alliance Entrance","","","","","","","","16712190"
"891","0","-831","-3518","72","Arathi Basin - Horde Exit","Arathi Basin - Horde Exit","Bassin d'Arathi - Sortie de la Horde","Arathi - Arathifront Ausgang der Horde","","","Cuenca del Arathi: Salida de la Horda","Cuenca del Arathi: Salida de la Horda","Arathi Basin - Horde Exit","","","","","","","","16712190"
"892","0","-1215","-2531","21","Arathi Basin - Alliance Exit","Arathi Basin - Alliance Exit","Arathi - Front d'Arathi, sortie de l'Alliance","Arathi - Arathifront Ausgang der Allianz","","","Cuenca del Arathi: Salida de la Alianza","Cuenca del Arathi: Salida de la Alianza","Arathi Basin - Alliance Exit","","","","","","","","16712190"
"893","529","834","784","-57","Arathi Basin - Graveyard, H-Mid (Farm)","Arathi Basin - Graveyard, H-Mid (Farm)","Bassin d'Arathi - Cimetière, H-milieu (Ferme)","Arathibecken - Friedhof, H-Mid (Hof)","","","Cuenca del Arathi: Cementerio, entorno Hrd. (Granja)","Cuenca del Arathi: Cementerio, entorno Hrd. (Granja)","Arathi Basin - Graveyard, H-Mid (Farm)","","","","","","","","16712190"
"894","529","1016","955","-42","Arathi Basin - Graveyard, Mid (Blacksmith)","Arathi Basin - Graveyard, Mid (Blacksmith)","Bassin d'Arathi - Cimetière, milieu (Forge)","Arathibecken - Friedhof, Mid (Schmied)","","","Cuenca del Arathi: Cementerio, entorno (Herrería)","Cuenca del Arathi: Cementerio, entorno (Herrería)","Arathi Basin - Graveyard, Mid (Blacksmith)","","","","","","","","16712190"
"895","529","1201","1163","-56","Arathi Basin - Graveyard, A-Mid (Stables)","Arathi Basin - Graveyard, A-Mid (Stables)","Bassin d'Arathi - Cimetière, A-milieu (Ecuries)","Arathibecken - Friedhof, A-Mid (Ställe)","","","Cuenca del Arathi: Cementerio, entorno Alz. (Establo)","Cuenca del Arathi: Cementerio, entorno Alz. (Establo)","Arathi Basin - Graveyard, A-Mid (Stables)","","","","","","","","16712190"
"896","529","1211","781","-82","Arathi Basin - Graveyard, ALT-N (Gold Mine)","Arathi Basin - Graveyard, ALT-N (Gold Mine)","Bassin d'Arathi - Cimetière, ALT-N (Mine d'or)","Arathibecken - Friedhof, ALT-N (Goldmine)","","","Cuenca del Arathi: Cementerio, Alt. N. (Mina de Oro)","Cuenca del Arathi: Cementerio, Alt. N. (Mina de Oro)","Arathi Basin - Graveyard, ALT-N (Gold Mine)","","","","","","","","16712190"
"897","529","772","1213","15","Arathi Basin - Graveyard, ALT-S (Lumber Mill)","Arathi Basin - Graveyard, ALT-S (Lumber Mill)","Bassin d'Arathi - Cimetière, ALT-S (Scierie)","Arathibecken - Friedhof, ALT-S (Sägewerk)","","","Cuenca del Arathi: Cementerio, Alt. S. (Aserradero)","Cuenca del Arathi: Cementerio, Alt. S. (Aserradero)","Arathi Basin - Graveyard, ALT-S (Lumber Mill)","","","","","","","","16712190"
"898","529","1354","1270","-11","Arathi Basin - Graveyard, A-Base (Trollbane Hall)","Arathi Basin - Graveyard, A-Base (Trollbane Hall)","Bassin d'Arathi - Cimetière, Base-A (Manoir de Trollemort)","Arathibecken - Friedhof, A-Basis (Trollbanns Halle)","","","Cuenca del Arathi: Cementerio, base Alz. (Bastión de Aterratrols)","Cuenca del Arathi: Cementerio, base Alz. (Bastión de Aterratrols)","Arathi Basin - Graveyard, A-Base (Trollbane Hall)","","","","","","","","16712190"
"899","529","713","638","-10","Arathi Basin - Graveyard, H-Base (Defiler's Den)","Arathi Basin - Graveyard, H-Base (Defiler's Den)","Bassin d'Arathi - Cimetière, Base-H (Antre des Profanateurs)","Arathibecken - Friedhof, H-Basis (Entweihte Feste)","","","Cuenca del Arathi: Cementerio, base Hrd. (Guarida de los Rapiñadores)","Cuenca del Arathi: Cementerio, base Hrd. (Guarida de los Rapiñadores)","Arathi Basin - Graveyard, H-Base (Defiler's Den)","","","","","","","","16712190"
"909","0","2647","-4014","105","Eastern Plaguelands, Blackwood Lake","Eastern Plaguelands, Blackwood Lake","Maleterres de l'est, lac de Noirbois","Östliche Pestländer, Faulholzsee","","","Tierras de la Peste del Este, Lago del Bosque Negro","Tierras de la Peste del Este, Lago del Bosque Negro","Восточные Чумные земли, Озеро Чернолесья","","","","","","","","16712190"
"910","1","-6831","891","33","Silithus, Cenarion Hold","Silithus, Cenarion Hold","Silithus, Fort cénarien","Silithus, Burg Cenarius","","","Silithus, Fuerte Cenarion","Silithus, Fuerte Cenarion","Силитус, Крепость Кенария","","","","","","","","16712190"
"911","0","-10606","294","31","Duskwood, Ravenhill","Duskwood, Ravenhill","Bois de la Pénombre, Colline-aux-Corbeaux","Dämmerwald, Rabenflucht","","","Bosque del Ocaso, Cerro del Cuervo","Bosque del Ocaso, Cerro del Cuervo","Сумеречный лес, Вороний Холм","","","","","","","","16712190"
"912","530","10458","-6364","39","Eversong Woods, Sunstrider Isle","Eversong Woods, Sunstrider Isle","Bois des Chants éternels, île de Haut-soleil","Immersangwald, Insel der Sonnenwanderer","","","Bosque Canción Eterna, Isla del Caminante del Sol","Bosque Canción Eterna, Isla del Caminante del Sol","Леса Вечной Песни, Остров Солнечного Скитальца","","","","","","","","16712190"
"913","1","-7991","1557","4","Silithus, Scarab Wall (AQ Only)","Silithus, Scarab Wall (AQ Only)","Silithus, Le Mur du scarabée (AQ uniquement)","Silithus, Skarabäuswall (nur AQ)","","","Silithus, Muro del Escarabajo (solo AQ)","Silithus, Muro del Escarabajo (solo AQ)","Силитус, Стена Скарабея (только Ан'Кираж)","","","","","","","","16712190"
"914","530","8936","-7439","82","Eversong Woods, Farstrider Lodge GY","Eversong Woods, Farstrider Lodge GY","Bois des Chants éternels, pavillon des Pérégrins, CI","Immersangwald, Lodge der Weltenwanderer","","","Bosque Canción Eterna, CE Cabaña del Errante","Bosque Canción Eterna, CE Cabaña del Errante","Леса Вечной Песни, Кладбище Приюта Странников","","","","","","","","16712190"
"915","530","7694","-6730","48","Ghostlands, Tranquillien","Ghostlands, Tranquillien","Terres fantômes, Tranquillien","Geisterlande, Tristessa","","","Tierras Fantasma, Tranquilien","Tierras Fantasma, Tranquilien","Призрачные земли, Транквиллион","","","","","","","","16712190"
"916","530","7015","-7300","45","Ghostlands, Sanctum","Ghostlands, Sanctum","Terres fantômes, sanctum","Geisterlande, Sanktum","","","Tierras Fantasma, Sagrario","Tierras Fantasma, Sagrario","Призрачные земли, Святилище","","","","","","","","16712190"
"917","530","6730","-7936","170","Ghostlands, Amani Pass","Ghostlands, Amani Pass","Terres fantômes, passage des Amani","Geisterlande, Amanipass","","","Tierras Fantasma, Paso de Amani","Tierras Fantasma, Paso de Amani","Призрачные земли, Перевал Амани","","","","","","","","16712190"
"918","530","-4123","-13660","74","Azuremyst Isle, Ammen Vale","Azuremyst Isle, Ammen Vale","Île de Brume-azur, val d'Ammen","Azurmythosinsel, Am'mental","","","Isla Bruma Azur, Valle Ammen","Isla Bruma Azur, Valle Ammen","Остров Лазурной Дымки, Долина Аммен","","","","","","","","16712190"
"919","530","158","2562","75","Hellfire Peninsula, Thrallmar","Hellfire Peninsula, Thrallmar","Péninsule des Flammes infernales, Thrallmar","Höllenfeuerhalbinsel, Thrallmar","","","Península del Fuego Infernal, Thrallmar","Península del Fuego Infernal, Thrallmar","Полуостров Адского Пламени, Траллмар","","","","","","","","16712190"
"920","530","-803","2702","106","Hellfire Peninsula, Honor Hold","Hellfire Peninsula, Honor Hold","Péninsule des Flammes infernales, bastion de l'Honneur","Höllenfeuerhalbinsel, Ehrenfeste","","","Península del Fuego Infernal, Bastión del Honor","Península del Fuego Infernal, Bastión del Honor","Полуостров Адского Пламени, Оплот Чести","","","","","","","","16712190"
"921","530","9407","-6847","16","Eversong Woods, Silvermoon City","Eversong Woods, Silvermoon City","Bois des Chants éternels, Lune-d'argent","Immersangwald, Silbermond","","","Bosque Canción Eterna, Ciudad de Lunargenta","Bosque Canción Eterna, Ciudad de Lunargenta","Леса Вечной Песни, Луносвет","","","","","","","","16712190"
"922","530","8709","-6671","70","Eversong Woods, Fairbreeze GY","Eversong Woods, Fairbreeze GY","Bois des Chants éternels, Brise-clémente, CI","Immersangwald, Morgenluft FH","","","Bosque Canción Eterna, CE Aldea Brisa Pura","Bosque Canción Eterna, CE Aldea Brisa Pura","Леса Вечной Песни, кладбище Деревни Легкий Ветерок","","","","","","","","16712190"
"923","530","-4312","-12441","17","Azuremyst, Azure Watch GY","Azuremyst, Azure Watch GY","Brume-azur, Guet d'azur, CI","Azurmythosinsel, Azurwacht FH","","","Isla Bruma Azur, CE Avanzada Azur","Isla Bruma Azur, CE Avanzada Azur","Остров Лазурной Дымки, Кладбище Лазурной заставы","","","","","","","","16712190"
"924","530","-3324","-12089","28","Azuremyst, Stillpine GY","Azuremyst, Stillpine GY","Brume-azur, Calmepin, CI","Azurmythosinsel, Tannenruhfeste FH","","","Isla Bruma Azur, CE Bastión Semprepino","Isla Bruma Azur, CE Bastión Semprepino","Остров Лазурной Дымки, Кладбище племени Тихвой","","","","","","","","16712190"
"925","530","-2020","-11983","33","Bloodmyst, Blood Watch GY","Bloodmyst, Blood Watch GY","Brume-sang, Guet du sang, CI","Blutmythosinsel, Blutwacht FH","","","Isla Bruma de Sangre, CE Avanzada de Sangre","Isla Bruma de Sangre, CE Avanzada de Sangre","Остров Кровавой Дымки, Кладбище Кровавой заставы","","","","","","","","16712190"
"926","530","-1754","-11067","76","Bloodmyst, Wilderness GY","Bloodmyst, Wilderness GY","Brume-sang, nature, CI","Blutmythosinsel, Wildnis FH","","","Isla Bruma de Sangre, CE Tierras Salvajes","Isla Bruma de Sangre, CE Tierras Salvajes","Остров Кровавой Дымки, Кладбище Дебрей","","","","","","","","16712190"
