"ID","Importance","Icon_1","Icon_2","Icon_3","Icon_4","Icon_5","Icon_6","Icon_7","Icon_8","Icon_9","FactionID","X","Y","Z","ContinentID","Flags","AreaID","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","WorldStateID","WorldMapLink"
"1012","0","7","0","0","0","0","0","0","0","0","0","-10803","-3739","27","0","516","1797","Stagalbog Cave","Stagalbog Cave","Caverne de Stagalbog","Stagalsumpfhöhle","","","Cueva Stagalbog","Cueva Stagalbog","Пещера у Вязкой топи","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"947","0","7","0","0","0","0","0","0","0","0","0","-5488","-658","394","0","516","131","Steelgrill's Depot","Steelgrill's Depot","Dépôt de Grillacier","Stahlrosts Depot","","","Almacén de Brasacerada","Almacén de Brasacerada","Поселок Сталежара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"788","3","5","0","0","0","0","0","0","0","0","0","-10443","-3277","20","0","525","8","Stonard","Stonard","Pierrêche","Steinard","","","Rocal","Rocal","Каменор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"951","0","7","0","0","0","0","0","0","0","0","0","-9901","378","35","0","516","57","Stonefield Farm","Stonefield Farm","Ferme des Champierreux","Hof der Steinfelds","","","La Granja Pedregosa","La Granja Pedregosa","Ферма Стоунфилдов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"16","3","6","0","0","0","0","0","0","0","0","0","-9153","364","90","0","541","12","Stormwind City","Stormwind City","Hurlevent","Sturmwind","","","Ciudad de Ventormenta","Ciudad de Ventormenta","Штормград","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2110","0","7","0","0","0","0","0","0","0","0","0","-8573","990","96","0","0","4253","Stormwind Harbor","Stormwind Harbor","Port de Hurlevent","Hafen von Sturmwind","","","Puerto de Ventormenta","Puerto de Ventormenta","Порт Штормграда","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"23","3","5","0","0","0","0","0","0","0","0","0","-27","-900","55","0","525","267","Tarren Mill","Tarren Mill","Moulin-de-Tarren","Tarrens Mühle","","","Molino Tarren","Molino Tarren","Мельница Таррен","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1013","0","7","0","0","0","0","0","0","0","0","0","-10429","-3828","37","0","516","74","Temple of Atal'Hakkar","Temple of Atal'Hakkar","Temple d'Atal'Hakkar","Der Tempel von Atal'Hakkar","","","Templo de Atal'Hakkar","Templo de Atal'Hakkar","Храм Атал'Хаккара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1017","0","7","0","0","0","0","0","0","0","0","0","3035","-2773","102","0","516","2627","Terrorweb Tunnel","Terrorweb Tunnel","Tunnel de Tisse-terreur","Schreckenstunnel","","","Túnel Terroarácnido","Túnel Terroarácnido","Туннель Ужаса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"17","3","5","0","0","0","0","0","0","0","0","0","508","1619","125","0","525","130","The Sepulcher","The Sepulcher","Le Sépulcre","Das Grabmal","","","El Sepulcro","El Sepulcro","Гробница","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1014","0","7","0","0","0","0","0","0","0","0","0","-1778","-1513","64","0","516","324","The Tower of Arathor","The Tower of Arathor","La tour d'Arathor","Der Turm von Arathor","","","Torre de Arathor","Torre de Arathor","Башня Аратора","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1551","0","7","0","0","0","0","0","0","0","0","0","2249","-2389","59","0","516","198","The Weeping Cave","The Weeping Cave","La grotte des Pleurs","Die weinende Höhle","","","La Cueva del Llanto","La Cueva del Llanto","Грот Слез","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"19","3","5","0","0","0","0","0","0","0","0","0","-5349","-2959","323","0","525","38","Thelsamar","Thelsamar","Thelsamar","Thelsamar","","","Thelsamar","Thelsamar","Телcамар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1508","0","7","0","0","0","0","0","0","0","0","0","-6513","-1142","309","0","516","1442","Thorium Point","Thorium Point","Halte du Thorium","Thoriumspitze","","","Puesto del Torio","Puesto del Torio","Лагерь Братства Тория","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"955","0","7","0","0","0","0","0","0","0","0","0","-9281","-3318","122","0","516","1000","Tower of Ilgalar","Tower of Ilgalar","Tour d'Ilgalar","Der Turm von Ilgalar","","","Torre de Ilgalar","Torre de Ilgalar","Башня Илгалара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1027","0","7","0","0","0","0","0","0","0","0","0","-6092","-3179","257","0","516","1897","Uldaman","Uldaman","Uldaman","Uldaman","","","Uldaman","Uldaman","Ульдаман","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1698","3","41","0","0","0","0","0","0","0","0","0","-11456","-2981","6","0","152","4","Under Attack","Under Attack","Attaquées","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Blasted Lands","Blasted Lands","Terres foudroyées","Verwüstete Lande","","","Las Tierras Devastadas","Las Tierras Devastadas","Выжженные земли","","","","","","","","16712190","2261","0"
"1699","3","41","0","0","0","0","0","0","0","0","0","-7741","-2722","178","0","152","46","Under Attack","Under Attack","Attaquées","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Burning Steppes","Burning Steppes","Steppes ardentes","Brennende Steppe","","","Las Estepas Ardientes","Las Estepas Ardientes","Пылающие степи","","","","","","","","16712190","2262","0"
"1701","3","41","0","0","0","0","0","0","0","0","0","2414","-3919","212","0","152","139","Under Attack","Under Attack","Attaquées","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Eastern Plaguelands","Eastern Plaguelands","Maleterres de l'est","Östliche Pestländer","","","Tierras de la Peste del Este","Tierras de la Peste del Este","Восточные Чумные земли","","","","","","","","16712190","2264","0"
"18","4","6","0","0","0","0","0","0","0","0","0","1849","235","61","0","541","85","Undercity","Undercity","Fossoyeuse","Unterstadt","","","Entrañas","Entrañas","Подгород","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"709","0","7","0","0","0","0","0","0","0","0","0","969","-1825","99","0","516","197","Uther's Tomb","Uther's Tomb","Tombeau d'Uther","Uthers Grabmal","","","Tumba de Uther","Tumba de Uther","Гробница Утера","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1703","0","7","0","0","0","0","0","0","0","0","0","908","1255","45","0","516","227","Valgan's Field","Valgan's Field","Champ de Valgan","Valgans Feld","","","Campo de Valgan","Campo de Valgan","Поле Валгана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1029","0","7","0","0","0","0","0","0","0","0","0","-9615","667","38","0","516","60","Westbrook Garrison","Westbrook Garrison","Garnison du ruisseau de l'ouest","Weststromgarnison","","","Cuartel de Arroyoeste","Cuartel de Arroyoeste","Гарнизон у Западного ручья","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1015","0","7","0","0","0","0","0","0","0","0","0","316","-2119","122","0","516","348","Wildhammer Keep","Wildhammer Keep","Donjon des Marteaux-hardis","Burg Wildhammer","","","Fortaleza de los Martillo Salvaje","Fortaleza de los Martillo Salvaje","Крепость Громового Молота","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1588","0","7","0","0","0","0","0","0","0","0","0","-11874","1250","11","0","516","33","Yojamba Isle","Yojamba Isle","Île de Yojamba","Die Insel Yojamba","","","Isla Yojamba","Isla Yojamba","Остров Йоджамба","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"36","3","5","0","0","0","0","0","0","0","0","84","10462","805","1312","1","517","188","Aldrassil","Aldrassil","Aldrassil","Aldrassil","","","Aldrassil","Aldrassil","Альдрассил","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"907","0","7","0","0","0","0","0","0","0","0","0","10479","812","1322","1","516","188","Aldrassil","Aldrassil","Aldrassil","Aldrassil","","","Aldrassil","Aldrassil","Альдрассил","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"42","3","5","0","0","0","0","0","0","0","0","84","2720","-382","107","1","525","331","Astranaar","Astranaar","Astranaar","Astranaar","","","Astranaar","Astranaar","Астранаар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"798","3","5","0","0","0","0","0","0","0","0","0","6439","411","10","1","525","148","Auberdine","Auberdine","Auberdine","Auberdine","","","Auberdine","Auberdine","Аубердин","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"911","0","7","0","0","0","0","0","0","0","0","0","9864","1557","1329","1","516","736","Ban'ethil Barrow Den","Ban'ethil Barrow Den","Refuge des saisons de Ban'ethil","Grabhügel von Ban'ethil","","","Túmulo de Ban'ethil","Túmulo de Ban'ethil","Обитель Бен'этиль","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1233","0","7","0","0","0","0","0","0","0","0","0","3827","-161","0","1","516","413","Bathran's Haunt","Bathran's Haunt","Repaire de Bathran","Bathrans Schlupfwinkel","","","Ruinas de Bathran","Ruinas de Bathran","Убежище Батрана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1048","0","7","0","0","0","0","0","0","0","0","0","4619","25","70","1","516","449","Blackwood Den","Blackwood Den","Tanière des Noirbois","Bau der Schwarzfelle","","","Cubil del Bosque Negro","Cubil del Bosque Negro","Берлога в Чернолесье","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1096","0","7","0","0","0","0","0","0","0","0","0","-4335","-2639","39","1","516","509","Bloodfen Burrow","Bloodfen Burrow","Terrier des Rougefanges","Blutsumpfbau","","","Madriguera de los Cienorrojo","Madriguera de los Cienorrojo","Логово Кровавой Топи","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"28","3","7","0","0","0","0","0","0","0","0","83","-2323","-394","-9","1","517","222","Bloodhoof Village","Bloodhoof Village","Sabot-de-sang","Dorf der Bluthufe","","","Poblado Pezuña de Sangre","Poblado Pezuña de Sangre","Деревня Кровавого Копыта","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1244","0","7","0","0","0","0","0","0","0","0","0","1612","-1465","157","1","516","421","Bloodtooth Camp","Bloodtooth Camp","Camp de Dent-rouge","Blutreißers Lager","","","Asentamiento Sangradientes","Asentamiento Sangradientes","Лагерь Кровавого Клыка","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1220","0","7","0","0","0","0","0","0","0","0","0","5111","-353","357","1","516","1765","Bloodvenom Post","Bloodvenom Post","Poste de la Vénéneuse","Blutgiftposten","","","Puesto del Veneno","Puesto del Veneno","Застава Отравленной Крови","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1090","0","7","0","0","0","0","0","0","0","0","0","-2685","-3087","41","1","516","496","Bluefen","Bluefen","Marais bleu","Blaumoor","","","Ciénaga Azul","Ciénaga Azul","Синяя топь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1147","0","7","0","0","0","0","0","0","0","0","0","-2281","2499","73","1","516","606","Bolgan's Hole","Bolgan's Hole","Trou de Bolgan","Bolgans Loch","","","Cuenca de Bolgan","Cuenca de Bolgan","Пещера Болгана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1473","0","7","0","0","0","0","0","0","0","0","0","-7234","874","0","1","516","3425","Bones of Grakkarond","Bones of Grakkarond","Restes de Grakkarond","Knochen von Grakkarond","","","Huesos de Grakkarond","Huesos de Grakkarond","Кости Граккаронда","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1684","0","0","0","0","0","0","0","0","0","0","0","-3132","-2880","34","1","3","496","Brackenwall Village","Brackenwall Village","Mur-de-Fougères","Brackenwall","","","Poblado Murohelecho","Poblado Murohelecho","Деревня Гиблотопь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1694","0","7","0","0","0","0","0","0","0","0","0","-8021","1105","3","1","516","3427","Bronzebeard Encampment","Bronzebeard Encampment","Campement de Barbe-de-bronze","Bronzebarts Lager","","","Campamento Barbabronce","Campamento Barbabronce","Лагерь Бронзоборода","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
