level;class;basehp0;basehp1;basehp2;basemana;basearmor;attackpower;rangedattackpower;damage_base;damage_exp1;damage_exp2;comment
58;11;2;2;2;2;0;0;0;0,1;0;0;\N
59;11;2;2;2;2;0;0;0;0,1;0;0;\N
60;11;2;2;2;2;0;0;0;0,1;0;0;\N
61;11;2;2;2;2;0;0;0;0,1;0;0;\N
62;11;2;2;2;2;0;0;0;0,1;0;0;\N
63;11;2;2;2;2;0;0;0;0,1;0;0;\N
64;11;2;2;2;2;0;0;0;0,1;0;0;\N
65;11;2;2;2;2;0;0;0;0,1;0;0;\N
66;11;2;2;2;2;0;0;0;0,1;0;0;\N
67;11;2;2;2;2;0;0;0;0,1;0;0;\N
68;11;2;2;2;2;0;0;0;0,1;0;0;\N
69;11;2;2;2;2;0;0;0;0,1;0;0;\N
70;11;2;2;2;2;0;0;0;0,1;0;0;\N
71;11;2;2;2;2;0;0;0;0,1;0;0;\N
72;11;2;2;2;2;0;0;0;0,1;0;0;\N
73;11;2;2;2;2;0;0;0;0,1;0;0;\N
74;11;2;2;2;2;0;0;0;0,1;0;0;\N
75;11;2;2;2;2;0;0;0;0,1;0;0;\N
76;11;2;2;2;2;0;0;0;0,1;0;0;\N
77;11;2;2;2;2;0;0;0;0,1;0;0;\N
78;11;2;2;2;2;0;0;0;0,1;0;0;\N
79;11;2;2;2;2;0;0;0;0,1;0;0;\N
80;11;2;2;2;2;0;0;0;0,1;0;0;\N
81;11;2;2;2;2;0;0;0;0,1;0;0;\N
82;11;2;2;2;2;0;0;0;0,1;0;0;\N
83;11;2;2;2;2;0;0;0;0,1;0;0;\N
84;11;2;2;2;2;0;0;0;0,1;0;0;\N
85;11;2;2;2;2;0;0;0;0,1;0;0;\N
86;11;2;2;2;2;0;0;0;0,1;0;0;\N
87;11;2;2;2;2;0;0;0;0,1;0;0;\N
88;11;2;2;2;2;0;0;0;0,1;0;0;\N
89;11;2;2;2;2;0;0;0;0,1;0;0;\N
90;11;2;2;2;2;0;0;0;0,1;0;0;\N
91;11;2;2;2;2;0;0;0;0,1;0;0;\N
92;11;2;2;2;2;0;0;0;0,1;0;0;\N
93;11;2;2;2;2;0;0;0;0,1;0;0;\N
94;11;2;2;2;2;0;0;0;0,1;0;0;\N
95;11;2;2;2;2;0;0;0;0,1;0;0;\N
96;11;2;2;2;2;0;0;0;0,1;0;0;\N
97;11;2;2;2;2;0;0;0;0,1;0;0;\N
98;11;2;2;2;2;0;0;0;0,1;0;0;\N
99;11;2;2;2;2;0;0;0;0,1;0;0;\N
100;11;2;2;2;2;0;0;0;0,1;0;0;\N
